unit_price_incl_tax,product_region_name,importer_name,offer_id,varietalcategory_name,producing_winery_winedirect_upc,title,varietal_list,label_classification,product_title,product_winery_name,utm_lt_campaign_token,varietal,utm_ft_keywords,product_style_name
30.53,United States > California > Napa Valley,,20000483_2018-03-02,Cabernet Sauvignon,20000483-KCB,2014 Sueno Profundo Cabernet Sauvignon Reserve Napa Valley,Cabernet Sauvignon,Private Label,2014 Sueno Profundo Cabernet Sauvignon Reserve Napa Valley,Sueno Profundo,20000458,Cabernet Sauvignon,,Red Wine
24.0,United States > California > Napa Valley > Rutherford,,,,,,,Domestic,,,Store_Refill - 042618,,b380ae35ff1f3590beedf80eb068de19,White Wine
37.98,United States > California > Napa Valley,,20001548_2018-11-10,Cabernet Sauvignon,20001548-KCB,2015 Pompier Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Private Label,2015 Pompier Cabernet Sauvignon Napa Valley,Pompier,evocalize,Cabernet Sauvignon,High Value,Red Wine
18.51,Italy > Tuscany > Toscana IGT,Curious Cork,20001248_2017-11-15,Super Tuscan,20001248-BAR,2016 Baracchi O'lillo Toscana IGT,"Cabernet Sauvignon,Merlot,Sangiovese,Syrah",Import,2016 Baracchi O'lillo Toscana IGT,Baracchi,,Cabernet Sauvignon,,Red Wine
185.94,France > Bordeaux > Saint-Emilion,,20001363_2017-12-26,Red Blend,20001363-FTM,2015 Fait Main Saint-Emilion Grand Cru Todeschini Asteria Vineyard,"Cabernet Franc,Merlot",Import,2015 Fait Main Saint-Emilion Grand Cru Todeschini Asteria Vineyard,Fait Main,20001304_newbrand,Cabernet Franc,0645d71d58de3434bd995ccd2b04a299,Red Wine
21.76,Italy > Tuscany,Mission Wine Company ,,Super Tuscan,,,"Cabernet Sauvignon,Sangiovese",Import,,Tenuta di Ceppaiano,michellinwinepour,,,Red Wine
19.49,,,,Red Blend,,,,Domestic,,,G_WineAccess_Brand_SEARCH-Brand_NEW,,#NAME?,Red Wine
26.68,,,,,,,,Domestic,,,,,,Red Wine
21.24,France > Burgundy,Treasury Wine Estates,,,,,,Import,,,,,,Red Wine
64.96,United States > California > Napa Valley,E. & J. Gallo,20001082_2018-02-09,Bordeaux Red Blend,20001082-ORS,2014 Orin Swift Papillon Red Wine,Bordeaux Blend,Domestic,2014 Orin Swift Papillon Red Wine Napa Valley,Orin Swift,B_Wine Access_3P_Producer - Alexander Valley Vineyards,Bordeaux Blend,Alexander  2013|492|804456,Red Wine
19.99,United States > California > Sonoma County > Russian River Valley,Jigar Wines,20001572_2018-04-21,Chardonnay,20001572-JIG,2014 Jigar Wines Russian River Valley Sonoma County		,Chardonnay,Domestic,2014 Jigar Wines Chardonnay Russian River Valley Sonoma County		,Jigar Wines,,Chardonnay,,White Wine
29.99,United States > California > Napa Valley > Diamond Mountain,,20000875_2018-06-30,Cabernet Sauvignon,20000875-KCB,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,"Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",Private Label,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
32.57,United States > California > Napa Valley > Los Carneros,,,,,,,Domestic,,,20001066_newbrand,,,White Wine
21.75,Italy > Tuscany,Mission Wine Company ,,,,,,Import,,,affiliate-30,,,Red Wine
26.87,United States > California > Mendocino > Anderson Valley,,,,,,,Domestic,,,,,,Red Wine
32.76,United States > Oregon,,,,,,,Domestic,,Panther Creek Cellars,,,,Red Wine
21.76,United States > California > Central Coast,,,Chardonnay,20001858-TNW,2017 Joey Tensley Chardonnay Central Coast,Chardonnay,Domestic,2017 Joey Tensley Chardonnay Central Coast,Tensley,,Chardonnay,,White Wine
34.63,United States > California > Central Coast > Santa Ynez Valley,Young's Market,,,,,,Domestic,,,,,,Red Wine
64.34,Italy > Tuscany,Palm Bay International,,,,,,Import,,,,,,Red Wine
37.19,United States > Oregon > Willamette Valley,Vintus,,,,,,Domestic,,Ponzi Vineyards,2282018_MNB_Credit,,,Red Wine
16.04,United States > Oregon,Pacific Wine Group,,,,,,Domestic,,,,,,Red Wine
86.19,,Vineyard Brands,,Rhone Red Blend,,,,Import,,,,,,Red Wine
75.42,United States > California > Napa Valley > Rutherford,Young's Market,20000763_2018-02-09,Cabernet Sauvignon,20000763-HAL,"2013 Hall Napa Valley Cabernet Sauvignon Coeur"" """,Cabernet Sauvignon,Domestic,"2013 Hall Napa Valley Cabernet Sauvignon Coeur"" """,Hall Napa Valley,,Cabernet Sauvignon,,Red Wine
32.32,United States > California > Napa Valley,,20000448_2018-03-01,Cabernet Sauvignon,20000448-KCB,2014 Fiancetto Cabernet Sauvignon Sobrante Loam Napa Valley,Cabernet Sauvignon,Private Label,2014 Fiancetto Cabernet Sauvignon Sobrante Loam Napa Valley,Fiancetto,,Cabernet Sauvignon,,Red Wine
32.09,United States > California > Napa Valley > Stags Leap District,,20000268_2018-04-17,Cabernet Sauvignon,20000268-KCB,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
48.71,United States > California > Santa Barbara,Skurnik Wines,,,,,,Domestic,,,,,,Red Wine
84.79,United States > California > Napa Valley,,20001302_2017-12-11,Chardonnay,20001302-TOR,2015 TOR Wines Chardonnay Reserve Cuvee Susan Napa Valley,Chardonnay,Domestic,2015 TOR Wines Chardonnay Reserve Cuvee Susan Napa Valley,TOR Wines,,Chardonnay,,White Wine
25.74,United States > Washington > Columbia Valley,,,Interesting White,,,,Domestic,,DeLille Cellars,,,,White Wine
61.62,United States > California > Central Coast > Santa Maria Valley,,,,,,,Domestic,,Foxen Winery,,,,Red Wine
21.78,,,,,,,,Domestic,,,,,,Red Wine
49.99,France > Rhone,Europvin,,,,,,Import,,,NEW - Refer-a-friend Landing Page,,,Red Wine
35.56,France > Bordeaux > Pessac-Léognan,Maison Ginestet SA,11861699_2018-06-23,Bordeaux Right Bank,11861699-CTF,2014 Chateau de France Chateau de France Pessac Leognan,"Cabernet Sauvignon,Merlot",Import,2014 Chateau de France Chateau de France Pessac Leognan,Chateau de France,,Cabernet Sauvignon,,Red Wine
209.9,,,,,,,,Import,,,,,,Red Wine
41.03,United States > California > Sonoma County > Sonoma Coast,,,,,,,Domestic,,Fort Ross Vineyards,,,,Red Wine
100.94,United States > California,,11876890_2018-02-09,Cabernet Sauvignon,11876890-PUR,2014 Purlieu Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2014 Purlieu Cabernet Sauvignon Napa Valley,Purlieu,20000698,Cabernet Sauvignon,,Red Wine
27.02,,Curious Cork,,,,,,Import,,,Google_Search_Beta_General_Tier2,,#NAME?,Red Wine
32.99,United States > California > Napa Valley,,20000906_2018-03-17,Cabernet Sauvignon,20000906-KCB,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Chad Private Reserve Cabernet Sauvignon,Chad,,Cabernet Sauvignon,,Red Wine
21.39,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
51.72,United States > California > Sonoma County,,,,,,,Domestic,,,,,,Red Wine
23.89,,"Fruit of the Vines, Inc",,,,,,Import,,,,,,White Wine
15.07,United States > California,,,Red Blend,,,,Domestic,"2012 Mark Herold Flux"" Proprietary Red Wine""",,,,,Red Wine
38.0,United States > California > Napa Valley,,,,,,,Domestic,,,,,,Red Wine
132.5,United States > California > Napa Valley,,20002027_2018-10-31,Cabernet Sauvignon,20002027-SOC,2013 Silver Oak Cellars Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2013 Silver Oak Cellars Cabernet Sauvignon Napa Valley,Silver Oak Cellars,,Cabernet Sauvignon,,Red Wine
37.18,United States > California > Napa Valley > Diamond Mountain,,20000875_2018-02-15,Cabernet Sauvignon,20000875-KCB,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,"Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",Private Label,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
21.46,,,,Red Blend,,,,Domestic,,,,,,Red Wine
32.58,United States > Oregon,,,,,,,Domestic,,Panther Creek Cellars,,,,Red Wine
99.68,,The Wine Trust,,,,,,Import,,,,,,Red Wine
32.46,United States > California > Napa Valley,,20001677_2018-09-18,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
34.0,United States > California > Napa Valley > Rutherford,,20000271_2018-02-09,Cabernet Sauvignon,20000271-KCB,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
32.93,France > Bordeaux > Saint-Estephe,The Wine Trust,11135727_2017-11-21,,11135727-CPG,2006 Chateau Capbern Gasqueton Saint-Estephe,Bordeaux Blend,Import,2006 Chateau Capbern Gasqueton Saint-Estephe,Chateau Capbern Gasqueton,,Bordeaux Blend,,Red Wine
31.25,United States > California > Central Coast > Santa Lucia Highlands,,,,,,,Domestic,,Bernardus Winery,Google_Search_Beta_Wines_USA_Sonoma_Top-Producers,,#NAME?,Red Wine
19.99,Italy > Tuscany,,,,,,,Import,,,G_WineAccess_3P_SEARCH-Wines_IJKL,,,Red Wine
53.99,United States > California > Napa Valley > Mount Veeder,Skurnik Wines,20001721_2018-07-01,Chardonnay,20001721-MAY,2015 Mayacamas Chardonnay Mt. Veeder Napa Valley,Chardonnay,Domestic,2015 Mayacamas Chardonnay Mt. Veeder Napa Valley,Mayacamas Vineyards,,Chardonnay,,White Wine
37.45,United States > California > Napa Valley,,20000903_2018-02-05,Cabernet Sauvignon,20000903-KCB,2015 Karo-Kann Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Petite Sirah",Private Label,2015 Karo-Kann Private Reserve Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
23.99,,,,,,,,Domestic,,,,,#NAME?,Red Wine
23.81,,Vineyard Brands,,Rhone Red Blend,,,,Domestic,,,,,,Red Wine
26.74,France > Loire,,,Rose,,"2017 Jean-Max Roger Sancerre Cuvee La Grange Dimiere"" Rose		""",,Import,"2017 Jean-Max Roger Sancerre Cuvee La Grange Dimiere"" Rose		""",,Google_Search_Beta_Wines,,#NAME?,Rose
32.99,,Old Bridge Cellars,,,,,,Import,,,,,,Red Wine
14.99,Spain,USA Wine West,,,,,,Import,,,B_Wine Access_3P_Producers_Opus_One_Tier1,,,White Wine
36.38,United States > California > Napa Valley > Atlas Peak,Scale Wine Group,,,,,,Domestic,,,,,,Red Wine
74.43,France > Champagne,Vintus,20001888_2018-09-13,Champagne,20001888-BOL,NV Bollinger Rose Champagne France,"Chardonnay,Pinot Meunier,Pinot Noir",Import,NV Bollinger Rose Champagne France,Bollinger,,Chardonnay,,Sparkling
19.99,Italy > Tuscany,Mission Wine Company ,,,,,,Import,,,,,,Red Wine
46.64,United States > California > Napa Valley > Atlas Peak,,20000822_2018-08-04,Cabernet Sauvignon,20000822-KCB,2014 Karo-Kann Cabernet Sauvignon Private Reserve Block 12,Cabernet Sauvignon,Private Label,2014 Karo-Kann Cabernet Sauvignon Private Reserve Block 12 Atlas Peak Napa Valley,Karo-Kann,NEW - Refer-a-friend Landing Page,Cabernet Sauvignon,,Red Wine
29.99,United States > Washington > Columbia Valley > Yakima Valley > Red Mountain,,20001411_2018-02-20,Red Blend,20001411-DLC,2014 DeLille Cellars Doyenne Aix Red Mountain ,"Cabernet Sauvignon,Syrah",Domestic,2014 DeLille Cellars Doyenne Aix Red Mountain ,DeLille Cellars,,Cabernet Sauvignon,,Red Wine
21.24,France > Languedoc-Roussillon,Kimberly Jones Selections,,,,,,Import,,,Google_Search_Alpha_Brand_WineAccess,,wineaccess,Red Wine
14.99,United States > California > Napa Valley,,20001328_2017-12-15,Cabernet Sauvignon,20001328-ULT,2016 Ultraviolet Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon",Domestic,2016 Ultraviolet Cabernet Sauvignon,Ultraviolet,,Cabernet Sauvignon,,Red Wine
31.86,United States > California > Napa Valley,,20000903_2018-10-08,Cabernet Sauvignon,20000903-KCB,2015 Karo-Kann Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Petite Sirah",Private Label,2015 Karo-Kann Private Reserve Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
54.43,United States > California > Napa Valley > Rutherford,,,Cabernet Sauvignon,20001671-CSC,2015 Cornerstone Cellars Benchlands Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Cornerstone Cellars Benchlands Cabernet Sauvignon Napa Valley,Cornerstone Cellars,,Cabernet Sauvignon,,Red Wine
106.74,,Vintus,,,,,,Import,,,,,,
32.39,United States > California > Napa Valley,,20001549_2018-04-04,Red Blend,20001549-KCB,2015 Delightful and Strange Red Blend,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Delightful & Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
23.36,United States > California > Sonoma County > Alexander Valley,,20001401_2018-01-18,Cabernet Sauvignon,20001401-TRN,2015 La Storia Cabernet Sauvignon Alexander Valley ,Cabernet Sauvignon,Domestic,2015 La Storia Cabernet Sauvignon Alexander Valley ,Trentadue Winery,,Cabernet Sauvignon,,Red Wine
32.02,,,,Red Blend,,,,Domestic,,,,,,Red Wine
121.9,France > Champagne,Vintus,,Champagne,,,"Chardonnay,Pinot Noir",Import,,Bollinger,,,,Sparkling
50.99,United States > California > Napa Valley,,,Chardonnay,20001507-SHV,2014 Stony Hill Vineyard Chardonnay Napa Valley,Chardonnay,Domestic,2014 Stony Hill Vineyard Chardonnay Napa Valley,Stony Hill Vineyard,,Chardonnay,,White Wine
38.31,,Treasury Wine Estates,,,,,,Import,,,,,,Red Wine
23.88,United States > California,,,,,,,Domestic,,,,,,White Wine
89.99,United States > California > Sonoma County > Northern Sonoma,,11825973_2018-09-06,Cabernet Sauvignon,11825973-HRV,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Cabernet Sauvignon,Domestic,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
23.58,United States > California > Napa Valley,Pacific Wine Group,20001935_2018-09-14,Red Blend,20001935-EIG,2013 1849 Wine Company Anonymous Premium Red Blend Napa Valley,"Cabernet Sauvignon,Merlot,Petite Sirah,Zinfandel",Domestic,2013 1849 Wine Company Anonymous Premium Red Blend Napa Valley,1849 Wine Company,,Cabernet Sauvignon,,Red Wine
32.65,Italy > Friuli-Venezia Giulia,,20001990_2018-10-06,Interesting White,20001990-MNW,2016 Massican Gaspare Friuli Colli Orientali White Wine,"Chardonnay,Ribolla Gialla,Tocai",Import,2016 Massican Gaspare Friuli Colli Orientali White Wine,Massican Winery,Google_Search_Gamma_Wines_Spain-Italy-Portugal,Chardonnay,,White Wine
55.0,France > Champagne,,,Champagne,,,,Import,,Billecart-Salmon,Site-wide Overlay  - custom design 12.18.17,,,Sparkling
15.99,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
27.0,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
25.0,Italy > Friuli-Venezia Giulia,Blue Ventures Wine Marketing,20001736_2018-07-16,Italian White Blend,20001736-EUG,2015 Eugenio Collavini Broy Bianco Collio,"Chardonnay,Friulano,Sauvignon Blanc",Import,2015 Eugenio Collavini Broy Bianco Collio,Eugenio Collavini,,Chardonnay,,White Wine
33.92,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
21.09,Spain,,,,,,,Import,,,,,,Red Wine
15.89,Spain,Ole Imports,20001872_2018-09-15,Spanish Red Blend,20001872-CVA,2014 Compañia de Vinos del Atlantico Gordo Yecla Spain,"Cabernet Sauvignon,Monastrell",Import,2014 Compañia de Vinos del Atlantico Gordo Yecla Spain,Compania de Vinos del Atantico,,Cabernet Sauvignon,,Red Wine
26.58,,North Berkeley Wine Imports,,Sparkling,,,,Import,,,,,,Sparkling
58.9,United States > Oregon > Willamette Valley,Vintus,,,,,,Domestic,,Ponzi Vineyards,,,,Red Wine
23.36,France > Burgundy > Cote de Nuits > Marsannay,Louis Latour Inc,20001420_2018-01-28,White Burgundy,20001420-LTR,2014 Louis Latour Marsannay Blanc AC Cote-D' Or,Chardonnay,Import,2014 Louis Latour Marsannay Blanc AC Cote-D' Or,Louis Latour,,Chardonnay,,White Wine
426.93,,,,,,,,Import,,,G_WineAccess_Brand_SEARCH-Brand_NEW,,wine access,
50.87,Italy > Tuscany,Palm Bay International,,,,,,Import,,,,,,Red Wine
32.09,Italy > Friuli-Venezia Giulia,,20001990_2018-10-20,Interesting White,20001990-MNW,2016 Massican Gaspare Friuli Colli Orientali White Wine,"Chardonnay,Ribolla Gialla,Tocai",Import,2016 Massican Gaspare Friuli Colli Orientali White Wine,Massican Winery,,Chardonnay,,White Wine
13.47,United States > California > North Coast,,,Red Blend,,,,Domestic,,Trentadue Winery,,,,Red Wine
17.27,France > Bordeaux,Twins America,20001709_2018-07-30,Bordeaux Left Bank,20001709-CCA,2015 Chateau Chapelle D’Alienor by Gaffeliere Bordeaux Superieur,"Cabernet Franc,Cabernet Sauvignon,Merlot",Import,2015 Chateau Chapelle D’Alienor by Gaffeliere Bordeaux Superieur,Chateau La Chapelle d'Alienor,,Cabernet Franc,,Red Wine
58.84,Australia > Margaret River,copa fina,11884676_2018-02-19,Cabernet Sauvignon,11884676-LEU,2012 Leeuwin Estate Art Series Cabernet Sauvignon Margaret River,Cabernet Sauvignon,Import,2012 Leeuwin Estate Art Series Cabernet Sauvignon Margaret River,Leeuwin Estate,,Cabernet Sauvignon,,Red Wine
125.92,France > Bordeaux > Margaux,,,Bordeaux Left Bank,,,"Cabernet Sauvignon,Merlot",Import,,,,Cabernet Sauvignon,,Red Wine
21.19,United States > California > Napa Valley,Pacific Wine Group,20001457_2018-02-10,Cabernet Sauvignon,20001457-HES,2012 Hesperian Anatomy No.1 Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2012 Hesperian Anatomy No.1 Cabernet Sauvignon Napa Valley,Hesperian,,Cabernet Sauvignon,,Red Wine
65.4,,Hudson Wine Brokers,,,,,,Import,,,,,,Red Wine
57.0,United States > California > Napa Valley > Spring Mountain,,,Merlot,,,,Domestic,,,,,,Red Wine
47.99,United States > California > Napa Valley,,20001507_2018-03-06,Chardonnay,20001507-SHV,2014 Stony Hill Vineyard Chardonnay Napa Valley,Chardonnay,Domestic,2014 Stony Hill Vineyard Chardonnay Napa Valley,Stony Hill Vineyard,,Chardonnay,,White Wine
42.39,,,,,,,,Import,,,,,,Red Wine
18.51,United States > California > Sonoma County,,20002010_2018-10-18,Chardonnay,20002010-HRV,2014 Hidden Ridge Chardonnay,Chardonnay,Domestic,2014 Hidden Ridge Chardonnay,Hidden Ridge Vineyard,,Chardonnay,,White Wine
23.94,United States > California > Sonoma County > Russian River Valley,,,,,,,Domestic,,William Knuttel,,,,Red Wine
31.8,United States > California > Napa Valley,,20000906_2018-06-09,Cabernet Sauvignon,20000906-KCB,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Chad Private Reserve Cabernet Sauvignon,Chad,,Cabernet Sauvignon,,Red Wine
18.26,,,,,,,,Domestic,,,,,,White Wine
21.99,United States > Washington,,,Red Blend,,,,Domestic,,Locations,,,,Red Wine
91.15,United States > California > Sonoma County > Northern Sonoma,,11825973_2018-10-31,Cabernet Sauvignon,11825973-HRV,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Cabernet Sauvignon,Domestic,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
18.5,Australia,Little Peacock,,,,,,Import,,,,,,Red Wine
21.24,United States > California,,,,,,,Domestic,,Jonata,,,,Red Wine
28.62,United States > California > Napa Valley,,20001648_2018-06-25,Red Blend,20001648-WMK,2013 Banknote The Vault Red Wine Napa Valley,"Cabernet Sauvignon,Syrah,Zinfandel",Domestic,2013 Banknote The Vault Red Wine Napa Valley,William Knuttel,NEW - Refer-a-friend Landing Page,Cabernet Sauvignon,,Red Wine
31.79,United States > California > Sonoma County,,20001973_2018-09-22,Chardonnay,20001973-ARG,2016 Argot Mosaic Chardonnay Sonoma County,Chardonnay,Domestic,2016 Argot Mosaic Chardonnay Sonoma County,Argot Wines,,Chardonnay,,White Wine
16.19,Spain,USA Wine West,,,,,,Import,,,,,,White Wine
24.85,United States > California > Sonoma County > Russian River Valley,Jigar Wines,20001572_2018-04-21,Chardonnay,20001572-JIG,2014 Jigar Wines Russian River Valley Sonoma County		,Chardonnay,Domestic,2014 Jigar Wines Chardonnay Russian River Valley Sonoma County		,Jigar Wines,,Chardonnay,,White Wine
34.0,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
